timestamp,lat,lng
1671070381,-24.524847128288517,139.55914014408518
1671062214,-26.128401836112094,139.40560163725198
1670994372,-25.581897025525922,141.41781127744224
1671068347,-24.9930174040099,139.6391266446472
1671087364,-21.2667497349252,139.1543650625271
1671084855,-21.696122395715886,139.4884034228293
1671073787,-23.75868555320289,139.61231640751805
1671081512,-22.53397904964857,139.70857959926138
1671072656,-24.007963310861726,139.55066538924294
1671059097,-25.855449639082522,139.49309143741135
1671074262,-23.644532507873578,139.6070047993284
1671076237,-23.189614288022504,139.7178585264809
1671085008,-21.689797135757775,139.4510822840571
1671061062,-25.913156702392516,139.39968820528244
1670995554,-25.693083791086288,141.209005268227
1671082476,-22.282016646686223,139.67958866689708
1670996161,-25.720482390105325,141.06711051082777
1671067310,-25.22567787860343,139.5625434471532
1671065623,-25.61671035162061,139.35613756418985
1671066397,-25.44124611427964,139.4592275229827
1671059208,-25.866592747943194,139.5158390050588
1671074345,-23.621758974940533,139.6075195176081
1671073744,-23.76490910861001,139.60061518448384
1670997532,-25.728217693940472,140.80208545446044
1671080561,-22.778289572024104,139.79686674302963
1670995659,-25.69358889342405,141.17828885512188
1670993880,-25.542905217525917,141.53427723089942
1671062543,-26.07924444819206,139.39458258213116
1671076133,-23.218979062322223,139.7161931187929
1671064865,-25.81106763954218,139.3309594848679
1671088026,-21.141565097627044,139.26394111211317
1671002657,-25.665063852889357,140.0493852259675
1671076742,-23.06369164664736,139.77970671161148
1671085388,-21.675326559261975,139.34872929793352
1671066188,-25.493514553526744,139.43837690052058
1671075805,-23.31159318075132,139.71096324827113
1671069015,-24.840623694240776,139.62869998991266
1671080681,-22.752530461341276,139.77344505803785
1671087744,-21.188270858218136,139.20652048150592
1670993781,-25.521589975248006,141.54710216980496
1670993734,-25.510964568104697,141.55350706385013
1671065207,-25.72177223323916,139.32950447399986
1670988155,-25.33887016086246,142.3338819574582
1671067084,-25.275965516856704,139.5299233604251
1671086106,-21.571609150743924,139.19894848099307
1671000728,-25.736419948436144,140.23494199261867
1671000164,-25.757436280913527,140.31483868200283
1671075261,-23.41585101791324,139.66637212166754
1671000918,-25.722127717992997,140.231626631542
1670995383,-25.685246157491967,141.25415474545468
1671006230,-25.850266219772873,139.59307924491995
1671000071,-25.756271743550897,140.324188664998
1671062421,-26.10456356790446,139.39612122860606
1671071692,-24.233011185246998,139.45515289926067
1671062869,-26.00861373801998,139.37998529426383
1670997881,-25.75657871135983,140.72075705496812
1671088952,-20.96054933086418,139.41420950064858
1671088715,-21.022246170875942,139.4010951362644
1671005514,-25.783103291771656,139.69692595863472
1671066491,-25.417545321955057,139.46937225707367
1670995707,-25.697123567285082,141.1677137621023
1671062994,-25.984017793309793,139.37173020281475
1671065744,-25.59421849274181,139.3721743649541
1671072074,-24.143251141502535,139.50921585440008
1671083234,-22.079022121350103,139.61367454976346
1670987554,-25.35339746006725,142.51332593457113
1671072226,-24.11915943280602,139.5462502508959
1670994938,-25.644782049844117,141.34926526477483
1671004999,-25.77020050379593,139.81037576729435
1671082501,-22.274717955225306,139.67906148102784
1671003509,-25.724029087099304,139.90108988405666
1671082723,-22.214195328693734,139.6634411106381
1670997486,-25.72513343591576,140.81580139873085
1670989367,-25.356010887037353,142.14597642566233
1671073514,-23.81767734424618,139.56303585661317
1670989745,-25.35964560335374,142.04961986368934
1671075492,-23.368736787885148,139.6723688335179
1670989630,-25.35530906647861,142.08279612102794
1671071742,-24.221209959827387,139.458401340455
1670994449,-25.594475170870844,141.40547692622872
1670987507,-25.35752199212635,142.52687772347932
1670999484,-25.81470518454175,140.45284640685875
